Year,EventName,Driver,Team,QualifyingTime (s),FinishingPosition,PointsIndex
2018,Australian Grand Prix,ALO,McLaren,83.597,5,0.0
2018,Australian Grand Prix,BOT,Mercedes,82.089,8,0.0
2018,Australian Grand Prix,ERI,Sauber,84.556,19,0.0
2018,Australian Grand Prix,GAS,Toro Rosso,85.295,18,0.0
2018,Australian Grand Prix,GRO,Haas F1 Team,83.339,16,0.0
2018,Australian Grand Prix,HAM,Mercedes,81.164,2,0.0
2018,Australian Grand Prix,HAR,Toro Rosso,84.532,15,0.0
2018,Australian Grand Prix,HUL,Renault,83.532,7,0.0
2018,Australian Grand Prix,LEC,Sauber,84.636,13,0.0
2018,Australian Grand Prix,MAG,Haas F1 Team,83.187,17,0.0
2018,Australian Grand Prix,OCO,Force India,84.503,12,0.0
2018,Australian Grand Prix,PER,Force India,84.005,11,0.0
2018,Australian Grand Prix,RAI,Ferrari,81.828,3,0.0
2018,Australian Grand Prix,RIC,Red Bull Racing,82.152,4,0.0
2018,Australian Grand Prix,SAI,Renault,83.061,10,0.0
2018,Australian Grand Prix,SIR,Williams,84.922,20,0.0
2018,Australian Grand Prix,STR,Williams,84.23,14,0.0
2018,Australian Grand Prix,VAN,McLaren,83.853,9,0.0
2018,Australian Grand Prix,VER,Red Bull Racing,81.879,6,0.0
2018,Australian Grand Prix,VET,Ferrari,81.838,1,0.0
2018,Bahrain Grand Prix,ALO,McLaren,90.212,7,0.09900990099009901
2018,Bahrain Grand Prix,BOT,Mercedes,88.124,2,0.13861386138613863
2018,Bahrain Grand Prix,ERI,Sauber,91.063,9,0.13861386138613863
2018,Bahrain Grand Prix,GAS,Toro Rosso,89.329,4,0.13861386138613863
2018,Bahrain Grand Prix,GRO,Haas F1 Team,90.53,13,0.13861386138613863
2018,Bahrain Grand Prix,HAM,Mercedes,88.22,3,0.31683168316831684
2018,Bahrain Grand Prix,HAR,Toro Rosso,90.105,17,0.31683168316831684
2018,Bahrain Grand Prix,HUL,Renault,89.187,6,0.37623762376237624
2018,Bahrain Grand Prix,LEC,Sauber,91.42,12,0.37623762376237624
2018,Bahrain Grand Prix,MAG,Haas F1 Team,89.358,5,0.37623762376237624
2018,Bahrain Grand Prix,OCO,Force India,89.874,10,0.37623762376237624
2018,Bahrain Grand Prix,PER,Force India,90.156,16,0.37623762376237624
2018,Bahrain Grand Prix,RAI,Ferrari,88.101,18,0.5247524752475248
2018,Bahrain Grand Prix,RIC,Red Bull Racing,88.398,20,0.6435643564356436
2018,Bahrain Grand Prix,SAI,Renault,89.802,11,0.6534653465346535
2018,Bahrain Grand Prix,SIR,Williams,91.414,15,0.6534653465346535
2018,Bahrain Grand Prix,STR,Williams,91.503,14,0.6534653465346535
2018,Bahrain Grand Prix,VAN,McLaren,90.479,8,0.6732673267326733
2018,Bahrain Grand Prix,VER,Red Bull Racing,89.374,19,0.7524752475247525
2018,Bahrain Grand Prix,VET,Ferrari,87.958,1,1.0
2018,Chinese Grand Prix,ALO,McLaren,93.232,7,0.5297029702970297
2018,Chinese Grand Prix,BOT,Mercedes,91.625,2,0.6188118811881188
2018,Chinese Grand Prix,ERI,Sauber,94.914,16,0.6287128712871287
2018,Chinese Grand Prix,GAS,Toro Rosso,94.101,18,0.6881188118811881
2018,Chinese Grand Prix,GRO,Haas F1 Team,92.524,17,0.6881188118811881
2018,Chinese Grand Prix,HAM,Mercedes,91.675,4,0.7623762376237624
2018,Chinese Grand Prix,HAR,Toro Rosso,93.795,20,0.7623762376237624
2018,Chinese Grand Prix,HUL,Renault,92.494,6,0.801980198019802
2018,Chinese Grand Prix,LEC,Sauber,94.454,19,0.801980198019802
2018,Chinese Grand Prix,MAG,Haas F1 Team,92.986,10,0.8514851485148515
2018,Chinese Grand Prix,OCO,Force India,93.057,11,0.8564356435643564
2018,Chinese Grand Prix,PER,Force India,92.758,12,0.8564356435643564
2018,Chinese Grand Prix,RAI,Ferrari,91.182,3,0.8564356435643564
2018,Chinese Grand Prix,RIC,Red Bull Racing,91.948,1,0.8564356435643564
2018,Chinese Grand Prix,SAI,Renault,92.819,9,0.8564356435643564
2018,Chinese Grand Prix,SIR,Williams,94.062,15,0.8564356435643564
2018,Chinese Grand Prix,STR,Williams,94.285,14,0.8564356435643564
2018,Chinese Grand Prix,VAN,McLaren,93.505,13,0.8762376237623762
2018,Chinese Grand Prix,VER,Red Bull Racing,91.796,5,0.8762376237623762
2018,Chinese Grand Prix,VET,Ferrari,91.095,8,1.0
2018,Azerbaijan Grand Prix,ALO,McLaren,104.01,7,0.6864686468646864
2018,Azerbaijan Grand Prix,BOT,Mercedes,101.837,14,0.7458745874587459
2018,Azerbaijan Grand Prix,ERI,Sauber,105.541,11,0.7458745874587459
2018,Azerbaijan Grand Prix,GAS,Toro Rosso,104.496,12,0.7458745874587459
2018,Azerbaijan Grand Prix,GRO,Haas F1 Team,103.87794736842106,15,0.7458745874587459
2018,Azerbaijan Grand Prix,HAM,Mercedes,101.677,1,0.7854785478547854
2018,Azerbaijan Grand Prix,HAR,Toro Rosso,117.354,10,0.7854785478547854
2018,Azerbaijan Grand Prix,HUL,Renault,103.066,18,0.8118811881188119
2018,Azerbaijan Grand Prix,LEC,Sauber,103.752,6,0.8118811881188119
2018,Azerbaijan Grand Prix,MAG,Haas F1 Team,103.674,13,0.8151815181518152
2018,Azerbaijan Grand Prix,OCO,Force India,102.523,19,0.8151815181518152
2018,Azerbaijan Grand Prix,PER,Force India,102.547,3,0.8151815181518152
2018,Azerbaijan Grand Prix,RAI,Ferrari,102.49,2,0.8646864686468647
2018,Azerbaijan Grand Prix,RIC,Red Bull Racing,101.911,17,0.9471947194719472
2018,Azerbaijan Grand Prix,SAI,Renault,103.351,5,0.9537953795379538
2018,Azerbaijan Grand Prix,SIR,Williams,103.886,20,0.9537953795379538
2018,Azerbaijan Grand Prix,STR,Williams,103.585,8,0.9537953795379538
2018,Azerbaijan Grand Prix,VAN,McLaren,104.489,9,0.9537953795379538
2018,Azerbaijan Grand Prix,VER,Red Bull Racing,101.994,16,0.9867986798679867
2018,Azerbaijan Grand Prix,VET,Ferrari,101.498,4,1.0
2019,Australian Grand Prix,ALB,Toro Rosso,82.636,14,1.0
2019,Australian Grand Prix,BOT,Mercedes,80.598,1,1.0
2019,Australian Grand Prix,GAS,Red Bull Racing,83.02,11,1.0
2019,Australian Grand Prix,GIO,Alfa Romeo Racing,82.431,15,1.0
2019,Australian Grand Prix,GRO,Haas F1 Team,81.826,18,1.0
2019,Australian Grand Prix,HAM,Mercedes,80.486,2,1.0
2019,Australian Grand Prix,HUL,Renault,82.54,7,1.0
2019,Australian Grand Prix,KUB,Williams,86.067,17,1.0
2019,Australian Grand Prix,KVY,Toro Rosso,82.511,10,1.0
2019,Australian Grand Prix,LEC,Ferrari,81.442,5,1.0
2019,Australian Grand Prix,MAG,Haas F1 Team,82.099,6,1.0
2019,Australian Grand Prix,NOR,McLaren,82.304,12,1.0
2019,Australian Grand Prix,PER,Racing Point,82.532,13,1.0
2019,Australian Grand Prix,RAI,Alfa Romeo Racing,82.314,8,1.0
2019,Australian Grand Prix,RIC,Renault,82.57,19,1.0
2019,Australian Grand Prix,RUS,Williams,84.36,16,1.0
2019,Australian Grand Prix,SAI,McLaren,83.084,20,1.0
2019,Australian Grand Prix,STR,Racing Point,83.017,9,1.0
2019,Australian Grand Prix,VER,Red Bull Racing,81.32,3,1.0
2019,Australian Grand Prix,VET,Ferrari,81.19,4,1.0
2019,Bahrain Grand Prix,ALB,Toro Rosso,89.513,9,0.7481481481481481
2019,Bahrain Grand Prix,BOT,Mercedes,88.256,2,0.8123456790123457
2019,Bahrain Grand Prix,GAS,Red Bull Racing,89.526,8,0.8123456790123457
2019,Bahrain Grand Prix,GIO,Alfa Romeo Racing,90.026,11,0.8123456790123457
2019,Bahrain Grand Prix,GRO,Haas F1 Team,89.015,20,0.8123456790123457
2019,Bahrain Grand Prix,HAM,Mercedes,88.19,1,0.8567901234567902
2019,Bahrain Grand Prix,HUL,Renault,90.034,17,0.8716049382716049
2019,Bahrain Grand Prix,KUB,Williams,91.799,16,0.8716049382716049
2019,Bahrain Grand Prix,KVY,Toro Rosso,89.854,12,0.8740740740740741
2019,Bahrain Grand Prix,LEC,Ferrari,87.866,3,0.8987654320987655
2019,Bahrain Grand Prix,MAG,Haas F1 Team,88.757,13,0.9185185185185185
2019,Bahrain Grand Prix,NOR,McLaren,89.043,6,0.9185185185185185
2019,Bahrain Grand Prix,PER,Racing Point,89.756,10,0.9185185185185185
2019,Bahrain Grand Prix,RAI,Alfa Romeo Racing,89.022,7,0.928395061728395
2019,Bahrain Grand Prix,RIC,Renault,89.488,18,0.928395061728395
2019,Bahrain Grand Prix,RUS,Williams,91.759,15,0.928395061728395
2019,Bahrain Grand Prix,SAI,McLaren,88.813,19,0.928395061728395
2019,Bahrain Grand Prix,STR,Racing Point,90.217,14,0.9333333333333333
2019,Bahrain Grand Prix,VER,Red Bull Racing,88.752,4,0.9703703703703703
2019,Bahrain Grand Prix,VET,Ferrari,88.16,5,1.0
2019,Chinese Grand Prix,ALB,Toro Rosso,93.13027777777778,10,0.8027613412228797
2019,Chinese Grand Prix,BOT,Mercedes,91.547,2,0.8382642998027613
2019,Chinese Grand Prix,GAS,Red Bull Racing,92.93,6,0.8461538461538461
2019,Chinese Grand Prix,GIO,Alfa Romeo Racing,93.13027777777778,15,0.8461538461538461
2019,Chinese Grand Prix,GRO,Haas F1 Team,93.156,11,0.8461538461538461
2019,Chinese Grand Prix,HAM,Mercedes,91.57,1,0.8954635108481263
2019,Chinese Grand Prix,HUL,Renault,92.962,20,0.8954635108481263
2019,Chinese Grand Prix,KUB,Williams,95.281,17,0.8954635108481263
2019,Chinese Grand Prix,KVY,Toro Rosso,93.236,19,0.8954635108481263
2019,Chinese Grand Prix,LEC,Ferrari,91.865,5,0.9270216962524654
2019,Chinese Grand Prix,MAG,Haas F1 Team,93.15,13,0.9270216962524654
2019,Chinese Grand Prix,NOR,McLaren,93.967,18,0.9428007889546351
2019,Chinese Grand Prix,PER,Racing Point,93.299,8,0.9447731755424064
2019,Chinese Grand Prix,RAI,Alfa Romeo Racing,93.419,9,0.9566074950690335
2019,Chinese Grand Prix,RIC,Renault,92.958,7,0.9566074950690335
2019,Chinese Grand Prix,RUS,Williams,95.253,16,0.9566074950690335
2019,Chinese Grand Prix,SAI,McLaren,93.523,14,0.9566074950690335
2019,Chinese Grand Prix,STR,Racing Point,94.292,12,0.9566074950690335
2019,Chinese Grand Prix,VER,Red Bull Racing,92.089,4,0.980276134122288
2019,Chinese Grand Prix,VET,Ferrari,91.848,3,1.0
2019,Azerbaijan Grand Prix,ALB,Toro Rosso,102.154,11,0.8341543513957307
2019,Azerbaijan Grand Prix,BOT,Mercedes,100.495,1,0.8637110016420362
2019,Azerbaijan Grand Prix,GAS,Red Bull Racing,102.25394444444444,17,0.8784893267651889
2019,Azerbaijan Grand Prix,GIO,Alfa Romeo Racing,102.14,12,0.8784893267651889
2019,Azerbaijan Grand Prix,GRO,Haas F1 Team,103.407,18,0.8784893267651889
2019,Azerbaijan Grand Prix,HAM,Mercedes,100.554,2,0.9195402298850575
2019,Azerbaijan Grand Prix,HUL,Renault,103.427,14,0.9195402298850575
2019,Azerbaijan Grand Prix,KUB,Williams,105.455,16,0.9195402298850575
2019,Azerbaijan Grand Prix,KVY,Toro Rosso,101.681,19,0.9195402298850575
2019,Azerbaijan Grand Prix,LEC,Ferrari,101.426,5,0.9359605911330049
2019,Azerbaijan Grand Prix,MAG,Haas F1 Team,102.382,13,0.9359605911330049
2019,Azerbaijan Grand Prix,NOR,McLaren,101.886,8,0.9359605911330049
2019,Azerbaijan Grand Prix,PER,Racing Point,101.593,6,0.9425287356321839
2019,Azerbaijan Grand Prix,RAI,Alfa Romeo Racing,102.25394444444444,10,0.9458128078817734
2019,Azerbaijan Grand Prix,RIC,Renault,102.477,20,0.9556650246305419
2019,Azerbaijan Grand Prix,RUS,Williams,105.062,15,0.9556650246305419
2019,Azerbaijan Grand Prix,SAI,McLaren,101.936,7,0.9556650246305419
2019,Azerbaijan Grand Prix,STR,Racing Point,102.63,9,0.9556650246305419
2019,Azerbaijan Grand Prix,VER,Red Bull Racing,101.069,4,0.9753694581280788
2019,Azerbaijan Grand Prix,VET,Ferrari,100.797,3,1.0
2019,Spanish Grand Prix,ALB,Toro Rosso,77.445,11,0.8565400843881856
2019,Spanish Grand Prix,BOT,Mercedes,75.406,2,0.8917018284106891
2019,Spanish Grand Prix,GAS,Red Bull Racing,76.708,6,0.8917018284106891
2019,Spanish Grand Prix,GIO,Alfa Romeo Racing,78.664,16,0.8917018284106891
2019,Spanish Grand Prix,GRO,Haas F1 Team,76.911,10,0.8917018284106891
2019,Spanish Grand Prix,HAM,Mercedes,76.038,1,0.9170182841068917
2019,Spanish Grand Prix,HUL,Renault,78.404,13,0.9170182841068917
2019,Spanish Grand Prix,KUB,Williams,80.254,18,0.9170182841068917
2019,Spanish Grand Prix,KVY,Toro Rosso,77.243,9,0.9170182841068917
2019,Spanish Grand Prix,LEC,Ferrari,76.588,5,0.9324894514767933
2019,Spanish Grand Prix,MAG,Haas F1 Team,76.922,7,0.9324894514767933
2019,Spanish Grand Prix,NOR,McLaren,77.338,20,0.9381153305203939
2019,Spanish Grand Prix,PER,Racing Point,77.886,15,0.9493670886075949
2019,Spanish Grand Prix,RAI,Alfa Romeo Racing,77.788,14,0.9507735583684951
2019,Spanish Grand Prix,RIC,Renault,77.299,12,0.9507735583684951
2019,Spanish Grand Prix,RUS,Williams,79.072,17,0.9507735583684951
2019,Spanish Grand Prix,SAI,McLaren,77.599,8,0.9592123769338959
2019,Spanish Grand Prix,STR,Racing Point,78.471,19,0.9620253164556962
2019,Spanish Grand Prix,VER,Red Bull Racing,76.357,3,0.9789029535864979
2019,Spanish Grand Prix,VET,Ferrari,76.272,4,1.0
2019,Monaco Grand Prix,ALB,Toro Rosso,71.429,8,0.8745387453874539
2019,Monaco Grand Prix,BOT,Mercedes,70.252,3,0.8966789667896679
2019,Monaco Grand Prix,GAS,Red Bull Racing,71.041,5,0.906519065190652
2019,Monaco Grand Prix,GIO,Alfa Romeo Racing,71.976,19,0.906519065190652
2019,Monaco Grand Prix,GRO,Haas F1 Team,71.837,10,0.9077490774907749
2019,Monaco Grand Prix,HAM,Mercedes,70.166,1,0.939729397293973
2019,Monaco Grand Prix,HUL,Renault,71.67,13,0.939729397293973
2019,Monaco Grand Prix,KUB,Williams,73.751,18,0.939729397293973
2019,Monaco Grand Prix,KVY,Toro Rosso,71.271,7,0.942189421894219
2019,Monaco Grand Prix,LEC,Ferrari,72.149,20,0.9544895448954489
2019,Monaco Grand Prix,MAG,Haas F1 Team,71.109,14,0.9618696186961869
2019,Monaco Grand Prix,NOR,McLaren,71.724,11,0.9618696186961869
2019,Monaco Grand Prix,PER,Racing Point,72.233,12,0.9618696186961869
2019,Monaco Grand Prix,RAI,Alfa Romeo Racing,71.993,17,0.9618696186961869
2019,Monaco Grand Prix,RIC,Renault,71.218,9,0.9618696186961869
2019,Monaco Grand Prix,RUS,Williams,73.477,15,0.9618696186961869
2019,Monaco Grand Prix,SAI,McLaren,71.417,6,0.966789667896679
2019,Monaco Grand Prix,STR,Racing Point,72.846,16,0.966789667896679
2019,Monaco Grand Prix,VER,Red Bull Racing,70.618,4,0.985239852398524
2019,Monaco Grand Prix,VET,Ferrari,70.947,2,1.0
2019,Canadian Grand Prix,ALB,Toro Rosso,72.02,19,0.892896174863388
2019,Canadian Grand Prix,BOT,Mercedes,71.095,4,0.9092896174863389
2019,Canadian Grand Prix,GAS,Red Bull Racing,71.079,8,0.921311475409836
2019,Canadian Grand Prix,GIO,Alfa Romeo Racing,72.122,13,0.921311475409836
2019,Canadian Grand Prix,GRO,Haas F1 Team,72.109,14,0.9224043715846995
2019,Canadian Grand Prix,HAM,Mercedes,70.446,1,0.9497267759562842
2019,Canadian Grand Prix,HUL,Renault,71.324,7,0.9497267759562842
2019,Canadian Grand Prix,KUB,Williams,74.393,18,0.9497267759562842
2019,Canadian Grand Prix,KVY,Toro Rosso,71.921,10,0.9562841530054644
2019,Canadian Grand Prix,LEC,Ferrari,70.92,3,0.9562841530054644
2019,Canadian Grand Prix,MAG,Haas F1 Team,71.786,17,0.9562841530054644
2019,Canadian Grand Prix,NOR,McLaren,71.735,20,0.9562841530054644
2019,Canadian Grand Prix,PER,Racing Point,72.197,12,0.9562841530054644
2019,Canadian Grand Prix,RAI,Alfa Romeo Racing,72.23,15,0.9562841530054644
2019,Canadian Grand Prix,RIC,Renault,71.071,6,0.9584699453551913
2019,Canadian Grand Prix,RUS,Williams,73.617,16,0.9584699453551913
2019,Canadian Grand Prix,SAI,McLaren,71.572,11,0.9672131147540983
2019,Canadian Grand Prix,STR,Racing Point,72.266,9,0.9672131147540983
2019,Canadian Grand Prix,VER,Red Bull Racing,71.619,5,0.980327868852459
2019,Canadian Grand Prix,VET,Ferrari,70.24,2,1.0
2019,French Grand Prix,ALB,Toro Rosso,90.461,15,0.8997050147492626
2019,French Grand Prix,BOT,Mercedes,88.605,2,0.9124877089478859
2019,French Grand Prix,GAS,Red Bull Racing,90.184,10,0.9164208456243854
2019,French Grand Prix,GIO,Alfa Romeo Racing,90.408,16,0.9164208456243854
2019,French Grand Prix,GRO,Haas F1 Team,91.626,20,0.9164208456243854
2019,French Grand Prix,HAM,Mercedes,88.319,1,0.9410029498525073
2019,French Grand Prix,HUL,Renault,90.544,8,0.9469026548672567
2019,French Grand Prix,KUB,Williams,93.205,18,0.9469026548672567
2019,French Grand Prix,KVY,Toro Rosso,91.564,14,0.9478859390363815
2019,French Grand Prix,LEC,Ferrari,88.965,3,0.9626352015732547
2019,French Grand Prix,MAG,Haas F1 Team,91.166,17,0.9626352015732547
2019,French Grand Prix,NOR,McLaren,89.418,9,0.9626352015732547
2019,French Grand Prix,PER,Racing Point,90.738,12,0.9626352015732547
2019,French Grand Prix,RAI,Alfa Romeo Racing,90.533,7,0.9626352015732547
2019,French Grand Prix,RIC,Renault,89.918,11,0.9705014749262537
2019,French Grand Prix,RUS,Williams,92.789,19,0.9705014749262537
2019,French Grand Prix,SAI,McLaren,89.522,6,0.9705014749262537
2019,French Grand Prix,STR,Racing Point,91.726,13,0.9724680432645034
2019,French Grand Prix,VER,Red Bull Racing,89.409,4,0.9823008849557522
2019,French Grand Prix,VET,Ferrari,89.506,5,1.0
2019,Austrian Grand Prix,ALB,Toro Rosso,64.665,15,0.9088471849865952
2019,Austrian Grand Prix,BOT,Mercedes,63.537,3,0.9249329758713136
2019,Austrian Grand Prix,GAS,Red Bull Racing,63.988,7,0.9258266309204647
2019,Austrian Grand Prix,GIO,Alfa Romeo Racing,64.179,10,0.9258266309204647
2019,Austrian Grand Prix,GRO,Haas F1 Team,64.49,16,0.9258266309204647
2019,Austrian Grand Prix,HAM,Mercedes,63.262,5,0.9481680071492404
2019,Austrian Grand Prix,HUL,Renault,64.516,13,0.9517426273458445
2019,Austrian Grand Prix,KUB,Williams,66.206,20,0.9517426273458445
2019,Austrian Grand Prix,KVY,Toro Rosso,65.324,17,0.9517426273458445
2019,Austrian Grand Prix,LEC,Ferrari,63.003,2,0.9651474530831099
2019,Austrian Grand Prix,MAG,Haas F1 Team,64.072,19,0.9651474530831099
2019,Austrian Grand Prix,NOR,McLaren,64.099,6,0.966934763181412
2019,Austrian Grand Prix,PER,Racing Point,64.789,11,0.966934763181412
2019,Austrian Grand Prix,RAI,Alfa Romeo Racing,64.056,9,0.9722966934763181
2019,Austrian Grand Prix,RIC,Renault,64.647,12,0.9722966934763181
2019,Austrian Grand Prix,RUS,Williams,65.904,18,0.9722966934763181
2019,Austrian Grand Prix,SAI,McLaren,64.453,8,0.9794459338695264
2019,Austrian Grand Prix,STR,Racing Point,64.832,14,0.9794459338695264
2019,Austrian Grand Prix,VER,Red Bull Racing,63.439,1,0.9901697944593387
2019,Austrian Grand Prix,VET,Ferrari,63.667,4,1.0
2019,British Grand Prix,ALB,Toro Rosso,86.345,12,0.9164619164619164
2019,British Grand Prix,BOT,Mercedes,85.093,2,0.9287469287469288
2019,British Grand Prix,GAS,Red Bull Racing,85.59,4,0.9336609336609336
2019,British Grand Prix,GIO,Alfa Romeo Racing,86.449,18,0.9344799344799345
2019,British Grand Prix,GRO,Haas F1 Team,86.347,19,0.9344799344799345
2019,British Grand Prix,HAM,Mercedes,85.099,1,0.9426699426699426
2019,British Grand Prix,HUL,Renault,86.386,10,0.9426699426699426
2019,British Grand Prix,KUB,Williams,88.257,15,0.9426699426699426
2019,British Grand Prix,KVY,Toro Rosso,86.721,9,0.9426699426699426
2019,British Grand Prix,LEC,Ferrari,85.172,3,0.9574119574119574
2019,British Grand Prix,MAG,Haas F1 Team,86.662,20,0.9574119574119574
2019,British Grand Prix,NOR,McLaren,86.079,11,0.963963963963964
2019,British Grand Prix,PER,Racing Point,86.649,17,0.963963963963964
2019,British Grand Prix,RAI,Alfa Romeo Racing,86.546,8,0.9656019656019657
2019,British Grand Prix,RIC,Renault,86.182,7,0.9656019656019657
2019,British Grand Prix,RUS,Williams,87.789,14,0.9656019656019657
2019,British Grand Prix,SAI,McLaren,86.203,6,0.9688779688779688
2019,British Grand Prix,STR,Racing Point,86.762,13,0.9688779688779688
2019,British Grand Prix,VER,Red Bull Racing,85.276,5,0.9901719901719902
2019,British Grand Prix,VET,Ferrari,85.787,16,1.0
2019,German Grand Prix,ALB,Toro Rosso,73.461,6,0.9229024943310657
2019,German Grand Prix,BOT,Mercedes,72.129,15,0.9365079365079365
2019,German Grand Prix,GAS,Red Bull Racing,72.385,14,0.9455782312925171
2019,German Grand Prix,GIO,Alfa Romeo Racing,72.786,13,0.9455782312925171
2019,German Grand Prix,GRO,Haas F1 Team,72.769,7,0.9455782312925171
2019,German Grand Prix,HAM,Mercedes,71.767,9,0.9652305366591081
2019,German Grand Prix,HUL,Renault,72.766,16,0.9659863945578231
2019,German Grand Prix,KUB,Williams,74.839,10,0.9659863945578231
2019,German Grand Prix,KVY,Toro Rosso,73.135,3,0.9674981103552532
2019,German Grand Prix,LEC,Ferrari,72.229,17,0.9788359788359788
2019,German Grand Prix,MAG,Haas F1 Team,72.789,8,0.9788359788359788
2019,German Grand Prix,NOR,McLaren,73.333,18,0.9788359788359788
2019,German Grand Prix,PER,Racing Point,72.776,20,0.9788359788359788
2019,German Grand Prix,RAI,Alfa Romeo Racing,72.519,12,0.981859410430839
2019,German Grand Prix,RIC,Renault,72.799,19,0.9863945578231292
2019,German Grand Prix,RUS,Williams,74.721,11,0.9863945578231292
2019,German Grand Prix,SAI,McLaren,72.632,5,0.9924414210128496
2019,German Grand Prix,STR,Racing Point,73.256,4,0.9924414210128496
2019,German Grand Prix,VER,Red Bull Racing,72.113,1,1.0
2019,German Grand Prix,VET,Ferrari,72.90547368421053,2,1.0
2019,Hungarian Grand Prix,ALB,Toro Rosso,76.687,10,0.9340350877192982
2019,Hungarian Grand Prix,BOT,Mercedes,74.59,8,0.9340350877192982
2019,Hungarian Grand Prix,GAS,Red Bull Racing,75.45,6,0.9340350877192982
2019,Hungarian Grand Prix,GIO,Alfa Romeo Racing,76.804,18,0.9340350877192982
2019,Hungarian Grand Prix,GRO,Haas F1 Team,76.013,20,0.9382456140350878
2019,Hungarian Grand Prix,HAM,Mercedes,74.769,1,0.9396491228070175
2019,Hungarian Grand Prix,HUL,Renault,76.565,12,0.9396491228070175
2019,Hungarian Grand Prix,KUB,Williams,78.324,19,0.9403508771929825
2019,Hungarian Grand Prix,KVY,Toro Rosso,76.692,15,0.9508771929824561
2019,Hungarian Grand Prix,LEC,Ferrari,75.043,4,0.9508771929824561
2019,Hungarian Grand Prix,MAG,Haas F1 Team,76.122,13,0.9536842105263158
2019,Hungarian Grand Prix,NOR,McLaren,75.8,9,0.9536842105263158
2019,Hungarian Grand Prix,PER,Racing Point,77.109,11,0.9536842105263158
2019,Hungarian Grand Prix,RAI,Alfa Romeo Racing,76.041,7,0.9536842105263158
2019,Hungarian Grand Prix,RIC,Renault,77.257,14,0.9536842105263158
2019,Hungarian Grand Prix,RUS,Williams,77.031,16,0.9536842105263158
2019,Hungarian Grand Prix,SAI,McLaren,75.852,5,0.960701754385965
2019,Hungarian Grand Prix,STR,Racing Point,77.542,17,0.9691228070175438
2019,Hungarian Grand Prix,VER,Red Bull Racing,74.572,2,0.9873684210526316
2019,Hungarian Grand Prix,VET,Ferrari,75.071,3,1.0
2019,Belgian Grand Prix,ALB,Red Bull Racing,105.528,5,0.933857236411264
2019,Belgian Grand Prix,BOT,Mercedes,103.415,3,0.9364767518009168
2019,Belgian Grand Prix,GAS,Toro Rosso,106.435,9,0.9417157825802227
2019,Belgian Grand Prix,GIO,Alfa Romeo Racing,105.637,18,0.9417157825802227
2019,Belgian Grand Prix,GRO,Haas F1 Team,104.797,13,0.9417157825802227
2019,Belgian Grand Prix,HAM,Mercedes,103.282,2,0.9580877537655533
2019,Belgian Grand Prix,HUL,Renault,104.542,8,0.9580877537655533
2019,Belgian Grand Prix,KUB,Williams,104.79136842105265,17,0.9580877537655533
2019,Belgian Grand Prix,KVY,Toro Rosso,106.518,7,0.9580877537655533
2019,Belgian Grand Prix,LEC,Ferrari,102.519,1,0.9659462999345121
2019,Belgian Grand Prix,MAG,Haas F1 Team,104.738,12,0.9659462999345121
2019,Belgian Grand Prix,NOR,McLaren,104.847,11,0.9672560576293385
2019,Belgian Grand Prix,PER,Racing Point,104.706,6,0.9672560576293385
2019,Belgian Grand Prix,RAI,Alfa Romeo Racing,104.14,16,0.971185330713818
2019,Belgian Grand Prix,RIC,Renault,104.103,14,0.971185330713818
2019,Belgian Grand Prix,RUS,Williams,107.548,15,0.971185330713818
2019,Belgian Grand Prix,SAI,McLaren,106.507,19,0.9777341191879503
2019,Belgian Grand Prix,STR,Racing Point,105.047,10,0.9777341191879503
2019,Belgian Grand Prix,VER,Red Bull Racing,103.69,20,0.9901768172888016
2019,Belgian Grand Prix,VET,Ferrari,103.037,4,1.0
2019,Italian Grand Prix,ALB,Red Bull Racing,80.021,6,0.943523634131369
2019,Italian Grand Prix,BOT,Mercedes,79.354,2,0.952731737262124
2019,Italian Grand Prix,GAS,Toro Rosso,80.508,11,0.9539594843462247
2019,Italian Grand Prix,GIO,Alfa Romeo Racing,80.517,9,0.9539594843462247
2019,Italian Grand Prix,GRO,Haas F1 Team,80.784,16,0.9539594843462247
2019,Italian Grand Prix,HAM,Mercedes,79.346,3,0.9650092081031307
2019,Italian Grand Prix,HUL,Renault,80.049,5,0.9674647022713321
2019,Italian Grand Prix,KUB,Williams,82.356,17,0.9674647022713321
2019,Italian Grand Prix,KVY,Toro Rosso,80.63,19,0.9711479435236341
2019,Italian Grand Prix,LEC,Ferrari,79.307,1,0.9864947820748926
2019,Italian Grand Prix,MAG,Haas F1 Team,80.615,18,0.9864947820748926
2019,Italian Grand Prix,NOR,McLaren,80.646,10,0.9864947820748926
2019,Italian Grand Prix,PER,Racing Point,81.291,7,0.9914057704112953
2019,Italian Grand Prix,RAI,Alfa Romeo Racing,80.515,15,0.9914057704112953
2019,Italian Grand Prix,RIC,Renault,79.833,4,0.9914057704112953
2019,Italian Grand Prix,RUS,Williams,81.8,14,0.9914057704112953
2019,Italian Grand Prix,SAI,McLaren,80.202,20,0.9914057704112953
2019,Italian Grand Prix,STR,Racing Point,80.498,12,0.9920196439533456
2019,Italian Grand Prix,VER,Red Bull Racing,80.40678947368421,8,0.9920196439533456
2019,Italian Grand Prix,VET,Ferrari,79.457,13,1.0
2019,Singapore Grand Prix,ALB,Red Bull Racing,97.411,6,0.9456961294049683
2019,Singapore Grand Prix,BOT,Mercedes,97.142,5,0.9560947429231658
